Date/time,Temperature,Humidity,Pressure,accel x,accel y ,accel z,gyro x,gyro y,gyro z,compass x,compass y,compass z,pir_motion,color blue,color red,color green,color clear,color gain,latitude,longitude,elevation
2022-04-14 04:54:12.026007,35.5959053039551,29.2363834381104,1006.0888671875,0.0202520005404949,0.0309880003333092,0.0139079997316003,0.000471558421850205,0.00173591077327728,-0.000200193375349045,33.8056488037109,-0.479316204786301,-10.6731233596802,0,0,0,0,0,60,"-51deg 36' 48.5""","-65deg 48' 38.5""",435.171835139815
2022-04-14 04:54:16.908158,35.9692878723145,29.2027263641357,1006.06127929688,0.0197639986872673,0.0331839993596077,0.0141519997268915,-0.00166692212224007,0.00204109400510788,-0.00050552561879158,33.6356315612793,-0.53366893529892,-10.8612565994263,0,0,0,0,0,60,"-51deg 35' 02.3""","-65deg 19' 39.4""",435.144357514978
2022-04-14 04:54:21.761177,35.3647613525391,29.1935482025146,1006.04321289063,0.0200079996138811,0.0304999984800816,0.0136639997363091,0.00352489948272705,0.00478906184434891,0.000105466693639755,33.7283782958984,-0.394422978162766,-11.189715385437,0,0,0,0,0,60,"-51deg 33' 09.3""","-64deg 50' 55.5""",435.116220463125
2022-04-14 04:54:26.636815,35.0802803039551,29.4230194091797,1006.03393554688,0.0200079996138811,0.0322079993784428,0.0136639997363091,0.00291342660784721,-0.000708699226379395,-0.00111608766019344,33.801887512207,0.124587252736092,-11.0314846038818,0,0,0,0,0,60,"-51deg 31' 08.4""","-64deg 22' 10.8""",435.087167781519
2022-04-14 04:54:31.499160,35.2758636474609,29.386302947998,1006.02905273438,0.0204959996044636,0.0300120003521442,0.0129319997504354,0.00199665129184723,0.000512897968292236,0.000716378912329674,33.7422027587891,0.150559410452843,-11.0413570404053,0,0,0,0,0,60,"-51deg 28' 59.8""","-63deg 53' 28.1""",435.057243938154
2022-04-14 04:54:36.382871,35.9692878723145,29.1048202514648,1006.04443359375,0.020983999595046,0.0314759984612465,0.0126879997551441,0.00138518214225769,0.0020398274064064,-0.000505197793245316,33.8732833862305,-0.0252232775092125,-10.9228038787842,0,0,0,0,0,60,"-51deg 26' 43.6""","-63deg 24' 48.1""",435.026460377615
2022-04-14 04:54:41.305605,35.3114242553711,29.0466861724853,1006.04418945313,0.0197639986872673,0.0304999984800816,0.0148839997127652,0.00382796302437782,0.000206977128982544,-0.00172672234475613,33.5331993103027,-0.205007165670395,-10.8026704788208,0,0,0,0,0,60,"-51deg 24' 18.6""","-62deg 55' 57.3""",434.994562003249
2022-04-14 04:54:46.180092,35.1158409118652,29.2700386047363,1006.02026367188,0.01927600055933,0.0322079993784428,0.014639999717474,0.00443822517991066,0.00142829120159149,-0.00111575797200203,33.7039527893066,-0.1627376973629,-11.3020191192627,0,0,0,0,0,60,"-51deg 21' 46.4""","-62deg 27' 14.6""",434.961888519928
2022-04-14 04:54:51.092060,36.0759696960449,29.3159332275391,1006.02270507813,0.0197639986872673,0.0302559994161129,0.0139079997316003,-0.00014340877532959,0.000817164778709412,0.00102255120873451,33.6806411743164,-0.0510530360043049,-11.2404270172119,0,0,0,0,0,60,"-51deg 19' 06.1""","-61deg 58' 30.8""",434.928267525871
2022-04-14 04:54:55.955481,35.1691818237305,29.343469619751,1006.04345703125,0.0200079996138811,0.0314759984612465,0.0126879997551441,0.00352099910378456,0.000816836953163147,0.00102255120873451,33.4380226135254,-0.124209076166153,-11.3632659912109,0,0,0,0,0,60,"-51deg 16' 19.0""","-61deg 29' 59.0""",434.893956045799
2022-04-14 04:55:00.869318,35.2403030395508,29.1078796386719,1006.04077148438,0.0207399986684322,0.0312319993972778,0.0131759997457266,0.000771708786487579,-0.000710248947143555,-0.000809891149401665,33.2787437438965,-0.105680488049984,-11.0437269210815,0,0,0,0,0,60,"-51deg 13' 23.7""","-61deg 01' 24.9""",434.858665786877
2022-04-14 04:55:05.720016,35.4003219604492,29.2057857513428,1006.05615234375,0.0197639986872673,0.0309880003333092,0.0139079997316003,0.00290887057781219,-0.0000996440649032593,-0.000504150986671448,33.2781066894531,-0.0431832447648048,-10.6217136383057,0,0,0,0,0,60,"-51deg 10' 22.3""","-60deg 33' 07.3""",434.822792843582
2022-04-14 04:55:10.653481,35.0980606079102,28.3123817443848,1006.05834960938,0.01927600055933,0.0322079993784428,0.0141519997268915,0.00260275602340698,0.00325977802276611,0.000717578455805779,33.002368927002,0.0475744567811489,-10.5213718414307,0,0,0,0,0,60,"-51deg 07' 11.4""","-60deg 04' 35.9""",434.785690442865
2022-04-14 04:55:15.549410,35.3292007446289,29.0069122314453,1006.06079101563,0.0190319996327162,0.0322079993784428,0.0131759997457266,0.00321309641003609,0.00203776359558105,0.0004123505204916,33.2347526550293,-0.114642441272736,-10.4601526260376,0,0,0,0,0,60,"-51deg 03' 53.4""","-59deg 36' 12.1""",434.7478105933
2022-04-14 04:55:20.448271,35.3825416564941,29.0742225646973,1006.05688476563,0.0214719995856285,0.0317199975252151,0.0139079997316003,0.00443429872393608,0.00295364856719971,-0.000198515132069588,33.1567573547363,0.166406199336052,-10.7634124755859,0,0,0,0,0,60,"-51deg 00' 28.3""","-59deg 07' 56.4""",434.709168727291
2022-04-14 04:55:25.339547,36.09375,29.086462020874,1006.05224609375,0.0185439996421337,0.0331839993596077,0.0143959997221828,0.00260115042328835,-0.000406235456466675,0.000717651098966599,33.0820922851562,0.298889815807343,-10.435923576355,0,0,0,0,0,60,"-50deg 56' 55.1""","-58deg 39' 38.5""",434.669529870459
2022-04-14 04:55:30.227927,35.4714431762695,28.9824352264404,1006.06274414063,0.0202520005404949,0.032940000295639,0.014639999717474,0.00351684540510178,0.00112036615610123,0.0016340259462595,33.0582695007324,0.23016944527626,-10.5498666763306,1,0,0,0,0,60,"-50deg 53' 16.1""","-58deg 11' 38.4""",434.629364062258
2022-04-14 04:55:35.475737,35.5070037841797,29.2516803741455,1006.07202148438,0.0195199996232986,0.0324519984424114,0.0143959997221828,-0.000148747116327286,0.000509239733219147,0.000412266701459885,33.3610229492187,0.159288167953491,-10.3040161132813,0,0,0,0,0,60,"-50deg 49' 16.9""","-57deg 42' 08.5""",434.586028608552
2022-04-14 04:55:40.647673,35.3292007446289,27.9941825866699,1006.04467773438,0.0207399986684322,0.0322079993784428,0.0148839997127652,0.000767052173614502,0.00111986696720123,0.00132833234965801,33.1981048583984,0.386368483304977,-10.5810165405273,1,0,0,0,0,60,"-50deg 45' 06.4""","-57deg 12' 22.1""",434.541218809472
2022-04-14 04:55:45.797377,36.0226287841797,28.9028854370117,1006.03442382813,0.0190319996327162,0.0322079993784428,0.0148839997127652,0.00168302655220032,0.00173036009073257,-0.00142056308686733,33.0209045410156,0.741590738296509,-10.6847982406616,0,0,0,0,0,60,"-50deg 40' 51.1""","-56deg 43' 04.2""",434.496058925835
2022-04-14 04:55:50.869710,35.0447196960449,28.8906478881836,1006.033203125,0.01927600055933,0.032940000295639,0.0163480006158352,0.000155698508024216,-0.000407740473747253,-0.000809388235211372,32.9863510131836,0.482424259185791,-10.7607450485229,1,0,0,0,0,60,"-50deg 36' 29.9""","-56deg 14' 05.4""",434.450343799072
2022-04-14 04:55:55.789329,35.1158409118652,29.2119064331055,1006.05249023438,0.0200079996138811,0.032940000295639,0.0139079997316003,0.00198807194828987,0.000813603401184082,0.000106986612081528,33.0494728088379,0.996029257774353,-10.4755697250366,0,0,0,0,0,60,"-50deg 32' 09.6""","-55deg 46' 08.0""",434.405249269319
2022-04-14 04:56:00.679591,35.1158409118652,29.1445941925049,1006.05688476563,0.0202520005404949,0.0314759984612465,0.0143959997221828,0.000155389308929443,0.00111892819404602,0.00163417309522629,33.1926231384277,0.728308856487274,-10.5712442398071,0,0,0,0,0,60,"-50deg 27' 44.6""","-55deg 18' 31.5""",434.359749164931
2022-04-14 04:56:05.579380,35.9337272644043,29.2792167663574,1006.0595703125,0.0204959996044636,0.0322079993784428,0.014639999717474,0.00107146799564362,0.000202573835849762,-0.00142017938196659,32.7043342590332,0.325810432434082,-10.7388296127319,1,0,0,0,0,60,"-50deg 23' 12.6""","-54deg 51' 01.4""",434.313458813391
2022-04-14 04:56:10.454094,35.0980606079102,29.1751899719238,1006.0625,0.0217159986495972,0.0304999984800816,0.0126879997551441,0.00168188288807869,0.00142394751310349,0.000412361696362495,32.7051963806152,0.418632924556732,-10.9002666473389,0,0,0,0,0,60,"-50deg 18' 34.9""","-54deg 23' 44.9""",434.266586477092
2022-04-14 04:56:15.376629,35.6848068237305,29.1721305847168,1006.05102539063,0.0204959996044636,0.0326960012316704,0.0126879997551441,0.00137628614902496,0.00172891467809677,0.00132834911346436,32.708869934082,0.39568880200386,-10.9174966812134,0,0,0,0,0,60,"-50deg 13' 47.2""","-53deg 56' 16.6""",434.218399961642
